month,department,claim_type,claim_status,claim_count,claim_amount,avg_processing_days,aging_0_30,aging_31_60,aging_61_90,aging_90_plus
2024-05,Radiology,Imaging,Denied,5,3469.37,42.4,0,2,2,1
2024-05,Radiology,Imaging,Paid,18,11602.78,24.3,16,2,0,0
2024-05,Oncology,Professional,Submitted,8,4278.68,6.2,7,1,0,0
2024-05,Oncology,Professional,In Review,10,4998.61,28.0,4,3,2,1
2024-05,Oncology,Professional,Approved,14,6709.61,19.8,10,3,1,0
2024-05,Oncology,Professional,Denied,9,4863.37,45.8,1,3,3,2
2024-05,Oncology,Professional,Paid,34,15211.58,23.1,30,3,1,0
2024-05,Oncology,Facility,Submitted,5,16038.24,6.3,5,0,0,0
2024-05,Oncology,Facility,In Review,6,20002.98,25.4,3,2,1,0
2024-05,Oncology,Facility,Approved,8,28435.52,18.3,6,2,0,0
2024-05,Oncology,Facility,Denied,5,14587.2,43.7,0,2,2,1
2024-05,Oncology,Facility,Paid,23,82016.13,20.6,20,3,0,0
2024-05,Oncology,Pharmacy,Submitted,4,785.64,5.9,4,0,0,0
2024-05,Oncology,Pharmacy,In Review,5,1168.35,24.0,2,2,1,0
2024-05,Oncology,Pharmacy,Approved,6,1337.77,20.6,5,1,0,0
2024-05,Oncology,Pharmacy,Denied,4,903.78,39.7,0,1,2,1
2024-05,Oncology,Pharmacy,Paid,18,3525.67,21.1,16,2,0,0
2024-05,Oncology,Lab,Submitted,3,387.58,6.5,3,0,0,0
2024-05,Oncology,Lab,In Review,4,516.2,25.9,2,2,0,0
2024-05,Oncology,Lab,Approved,6,946.52,17.4,5,1,0,0
2024-05,Oncology,Lab,Denied,3,475.94,39.6,0,1,1,1
2024-05,Oncology,Lab,Paid,14,1726.97,23.3,13,1,0,0
2024-05,Oncology,Imaging,Submitted,2,1639.68,5.9,2,0,0,0
2024-05,Oncology,Imaging,In Review,3,1973.27,22.3,2,1,0,0
2024-05,Oncology,Imaging,Approved,4,2822.98,21.0,3,1,0,0
2024-05,Oncology,Imaging,Denied,3,1938.05,42.6,0,1,1,1
2024-05,Oncology,Imaging,Paid,10,8016.54,24.2,9,1,0,0
2024-05,General Surgery,Professional,Submitted,6,3026.43,6.7,5,1,0,0
2024-05,General Surgery,Professional,In Review,8,3289.94,22.9,3,3,1,1
2024-05,General Surgery,Professional,Approved,10,4752.06,17.3,7,3,0,0
2024-05,General Surgery,Professional,Denied,6,2829.56,39.1,1,2,2,1
2024-05,General Surgery,Professional,Paid,30,14828.31,22.5,26,4,0,0
2024-05,General Surgery,Facility,Submitted,4,14160.63,6.4,4,0,0,0
2024-05,General Surgery,Facility,In Review,6,21566.7,27.3,3,2,1,0
2024-05,General Surgery,Facility,Approved,8,23492.68,17.4,6,2,0,0
2024-05,General Surgery,Facility,Denied,5,15849.48,45.0,0,2,2,1
2024-05,General Surgery,Facility,Paid,21,63073.52,21.9,19,2,0,0
2024-05,General Surgery,Pharmacy,Submitted,3,661.62,6.7,3,0,0,0
2024-05,General Surgery,Pharmacy,In Review,4,896.4,25.3,2,2,0,0
2024-05,General Surgery,Pharmacy,Approved,5,963.36,20.0,4,1,0,0
2024-05,General Surgery,Pharmacy,Denied,3,585.89,43.7,0,1,1,1
2024-05,General Surgery,Pharmacy,Paid,14,2719.08,24.4,13,1,0,0
2024-05,General Surgery,Lab,Submitted,3,422.15,6.5,3,0,0,0
2024-05,General Surgery,Lab,In Review,4,591.91,22.9,2,2,0,0
2024-05,General Surgery,Lab,Approved,4,630.51,18.6,3,1,0,0
2024-05,General Surgery,Lab,Denied,3,415.12,45.8,0,1,1,1
2024-05,General Surgery,Lab,Paid,13,2093.39,24.4,12,1,0,0
2024-05,General Surgery,Imaging,Submitted,3,2000.95,6.6,3,0,0,0
2024-05,General Surgery,Imaging,In Review,3,2478.24,23.8,2,1,0,0
2024-05,General Surgery,Imaging,Approved,4,3181.67,17.4,3,1,0,0
2024-05,General Surgery,Imaging,Denied,3,1843.94,42.5,0,1,1,1
2024-05,General Surgery,Imaging,Paid,11,7620.84,23.6,10,1,0,0
2024-05,Neurology,Professional,Submitted,8,3931.31,6.9,7,1,0,0
2024-05,Neurology,Professional,In Review,12,4966.39,27.9,5,4,2,1
2024-05,Neurology,Professional,Approved,13,6406.16,19.3,9,3,1,0
2024-05,Neurology,Professional,Denied,9,3864.38,39.8,1,3,3,2
2024-05,Neurology,Professional,Paid,39,16751.62,23.0,34,4,1,0
2024-05,Neurology,Facility,Submitted,6,17533.08,6.0,5,1,0,0
2024-05,Neurology,Facility,In Review,8,25205.79,22.5,3,3,1,1
2024-05,Neurology,Facility,Approved,9,27438.64,21.2,7,2,0,0
2024-05,Neurology,Facility,Denied,6,16472.04,43.3,1,2,2,1
2024-05,Neurology,Facility,Paid,24,71594.52,25.9,21,3,0,0
2024-05,Neurology,Pharmacy,Submitted,3,620.3,5.8,3,0,0,0
2024-05,Neurology,Pharmacy,In Review,5,1077.43,25.3,2,2,1,0
2024-05,Neurology,Pharmacy,Approved,7,1643.01,17.8,5,2,0,0
2024-05,Neurology,Pharmacy,Denied,4,844.53,40.6,0,1,2,1
2024-05,Neurology,Pharmacy,Paid,18,3253.29,23.5,16,2,0,0
2024-05,Neurology,Lab,Submitted,3,482.44,5.9,3,0,0,0
2024-05,Neurology,Lab,In Review,5,633.33,23.2,2,2,1,0
2024-05,Neurology,Lab,Approved,6,962.41,17.3,5,1,0,0
2024-05,Neurology,Lab,Denied,4,532.97,42.6,0,1,2,1
2024-05,Neurology,Lab,Paid,15,1925.83,25.6,13,2,0,0
2024-05,Neurology,Imaging,Submitted,3,2208.77,6.3,3,0,0,0
2024-05,Neurology,Imaging,In Review,4,3224.17,26.4,2,2,0,0
2024-05,Neurology,Imaging,Approved,5,3756.8,19.4,4,1,0,0
2024-05,Neurology,Imaging,Denied,3,2240.85,42.5,0,1,1,1
2024-05,Neurology,Imaging,Paid,13,10676.71,25.7,12,1,0,0
2024-06,Cardiology,Professional,Submitted,11,5674.94,5.9,10,1,0,0
2024-06,Cardiology,Professional,In Review,16,7120.83,22.5,6,5,3,2
2024-06,Cardiology,Professional,Approved,22,11712.67,19.2,15,5,2,0
2024-06,Cardiology,Professional,Denied,12,6093.46,43.0,2,3,4,3
2024-06,Cardiology,Professional,Paid,56,30908.11,22.6,49,6,1,0
2024-06,Cardiology,Facility,Submitted,7,19667.29,6.2,6,1,0,0
2024-06,Cardiology,Facility,In Review,9,25468.38,24.2,4,3,1,1
2024-06,Cardiology,Facility,Approved,12,41074.47,17.4,9,3,0,0
2024-06,Cardiology,Facility,Denied,8,23458.16,39.6,1,2,3,2
2024-06,Cardiology,Facility,Paid,30,102197.9,22.1,26,4,0,0
2024-06,Cardiology,Pharmacy,Submitted,5,1202.87,5.8,5,0,0,0
2024-06,Cardiology,Pharmacy,In Review,7,1625.08,24.0,3,3,1,0
2024-06,Cardiology,Pharmacy,Approved,9,2064.92,18.1,7,2,0,0
2024-06,Cardiology,Pharmacy,Denied,5,1027.29,38.5,0,2,2,1
2024-06,Cardiology,Pharmacy,Paid,25,5473.36,23.9,22,3,0,0
2024-06,Cardiology,Lab,Submitted,4,610.84,5.7,4,0,0,0
2024-06,Cardiology,Lab,In Review,6,890.73,27.3,3,2,1,0
2024-06,Cardiology,Lab,Approved,7,899.91,20.1,5,2,0,0
2024-06,Cardiology,Lab,Denied,5,700.21,38.7,0,2,2,1
2024-06,Cardiology,Lab,Paid,21,2776.52,22.5,19,2,0,0
2024-06,Cardiology,Imaging,Submitted,4,2510.2,5.7,4,0,0,0
2024-06,Cardiology,Imaging,In Review,6,4075.55,26.5,3,2,1,0
2024-06,Cardiology,Imaging,Approved,8,6052.81,19.3,6,2,0,0
2024-06,Cardiology,Imaging,Denied,4,2773.66,44.7,0,1,2,1
2024-06,Cardiology,Imaging,Paid,20,15644.35,23.0,18,2,0,0
2024-06,Orthopedics,Professional,Submitted,10,4275.53,6.9,9,1,0,0
2024-06,Orthopedics,Professional,In Review,13,6643.66,27.4,5,5,2,1
2024-06,Orthopedics,Professional,Approved,17,7406.71,20.8,12,4,1,0
2024-06,Orthopedics,Professional,Denied,10,4541.78,43.8,1,3,3,3
2024-06,Orthopedics,Professional,Paid,44,22279.82,21.4,38,5,1,0
2024-06,Orthopedics,Facility,Submitted,7,19282.34,6.3,6,1,0,0
2024-06,Orthopedics,Facility,In Review,10,35722.03,26.1,4,3,2,1
2024-06,Orthopedics,Facility,Approved,13,38139.18,18.5,9,3,1,0
2024-06,Orthopedics,Facility,Denied,8,28564.29,44.3,1,2,3,2
2024-06,Orthopedics,Facility,Paid,32,100896.79,20.9,28,4,0,0
2024-06,Orthopedics,Pharmacy,Submitted,5,1036.22,6.1,5,0,0,0
2024-06,Orthopedics,Pharmacy,In Review,7,1303.81,26.9,3,3,1,0
2024-06,Orthopedics,Pharmacy,Approved,9,1739.24,19.7,7,2,0,0
2024-06,Orthopedics,Pharmacy,Denied,6,1117.27,43.2,1,2,2,1
2024-06,Orthopedics,Pharmacy,Paid,23,4347.19,23.6,20,3,0,0
2024-06,Orthopedics,Lab,Submitted,4,519.92,6.9,4,0,0,0
2024-06,Orthopedics,Lab,In Review,6,904.02,26.3,3,2,1,0
2024-06,Orthopedics,Lab,Approved,8,1243.48,20.7,6,2,0,0
2024-06,Orthopedics,Lab,Denied,5,714.01,42.5,0,2,2,1
2024-06,Orthopedics,Lab,Paid,19,2687.55,21.3,17,2,0,0
2024-06,Orthopedics,Imaging,Submitted,3,1858.4,6.0,3,0,0,0
2024-06,Orthopedics,Imaging,In Review,5,3684.18,27.4,2,2,1,0
2024-06,Orthopedics,Imaging,Approved,6,4778.89,20.5,5,1,0,0
2024-06,Orthopedics,Imaging,Denied,3,2469.1,38.6,0,1,1,1
2024-06,Orthopedics,Imaging,Paid,16,12530.92,22.5,14,2,0,0
2024-06,Pediatrics,Professional,Submitted,12,5000.74,5.6,10,2,0,0
2024-06,Pediatrics,Professional,In Review,16,6754.74,26.2,6,5,3,2
2024-06,Pediatrics,Professional,Approved,23,10892.49,20.0,16,5,2,0
2024-06,Pediatrics,Professional,Denied,13,5811.28,46.6,2,4,4,3
2024-06,Pediatrics,Professional,Paid,65,30622.83,21.1,56,7,2,0
2024-06,Pediatrics,Facility,Submitted,10,31171.14,6.0,9,1,0,0
2024-06,Pediatrics,Facility,In Review,12,39449.27,28.1,5,4,2,1
2024-06,Pediatrics,Facility,Approved,17,51417.5,19.8,12,4,1,0
2024-06,Pediatrics,Facility,Denied,11,34944.77,47.0,1,3,4,3
2024-06,Pediatrics,Facility,Paid,43,131346.31,23.9,37,5,1,0
2024-06,Pediatrics,Pharmacy,Submitted,6,1266.2,6.2,5,1,0,0
2024-06,Pediatrics,Pharmacy,In Review,8,1704.16,24.7,3,3,1,1
2024-06,Pediatrics,Pharmacy,Approved,11,2227.3,18.6,8,3,0,0
2024-06,Pediatrics,Pharmacy,Denied,7,1276.33,45.3,1,2,3,1
2024-06,Pediatrics,Pharmacy,Paid,28,5797.14,24.7,25,3,0,0
2024-06,Pediatrics,Lab,Submitted,6,837.32,6.1,5,1,0,0
2024-06,Pediatrics,Lab,In Review,8,1188.47,26.4,3,3,1,1
2024-06,Pediatrics,Lab,Approved,10,1568.62,17.7,7,3,0,0
2024-06,Pediatrics,Lab,Denied,6,780.76,42.7,1,2,2,1
2024-06,Pediatrics,Lab,Paid,26,3762.16,22.7,23,3,0,0
2024-06,Pediatrics,Imaging,Submitted,5,3628.39,7.1,5,0,0,0
2024-06,Pediatrics,Imaging,In Review,6,4693.34,23.5,3,2,1,0
2024-06,Pediatrics,Imaging,Approved,8,5480.21,17.4,6,2,0,0
2024-06,Pediatrics,Imaging,Denied,5,3267.64,45.1,0,2,2,1
2024-06,Pediatrics,Imaging,Paid,21,13412.22,26.1,19,2,0,0
2024-06,Radiology,Professional,Submitted,12,5742.53,5.7,10,2,0,0
2024-06,Radiology,Professional,In Review,16,7814.39,22.6,6,5,3,2
2024-06,Radiology,Professional,Approved,22,10940.07,20.3,15,5,2,0
2024-06,Radiology,Professional,Denied,13,6461.65,41.1,2,4,4,3
2024-06,Radiology,Professional,Paid,59,27476.52,21.5,51,6,2,0
2024-06,Radiology,Facility,Submitted,8,29312.36,7.0,7,1,0,0
2024-06,Radiology,Facility,In Review,11,40380.71,26.9,4,4,2,1
2024-06,Radiology,Facility,Approved,13,42863.2,17.2,9,3,1,0
2024-06,Radiology,Facility,Denied,8,24966.71,40.5,1,2,3,2
2024-06,Radiology,Facility,Paid,37,136003.62,22.7,32,4,1,0
2024-06,Radiology,Pharmacy,Submitted,5,936.45,6.1,5,0,0,0
2024-06,Radiology,Pharmacy,In Review,7,1394.18,23.8,3,3,1,0
2024-06,Radiology,Pharmacy,Approved,9,1729.78,21.0,7,2,0,0
2024-06,Radiology,Pharmacy,Denied,5,994.8,44.0,0,2,2,1
2024-06,Radiology,Pharmacy,Paid,25,5277.73,20.9,22,3,0,0
2024-06,Radiology,Lab,Submitted,5,764.36,6.5,5,0,0,0
2024-06,Radiology,Lab,In Review,6,830.89,23.9,3,2,1,0
2024-06,Radiology,Lab,Approved,8,995.07,18.4,6,2,0,0
2024-06,Radiology,Lab,Denied,5,639.9,39.1,0,2,2,1
2024-06,Radiology,Lab,Paid,23,3232.72,25.1,20,3,0,0
2024-06,Radiology,Imaging,Submitted,5,3519.64,6.0,5,0,0,0
2024-06,Radiology,Imaging,In Review,6,4486.14,26.3,3,2,1,0
2024-06,Radiology,Imaging,Approved,7,4380.39,17.8,5,2,0,0
2024-06,Radiology,Imaging,Denied,4,2555.05,48.1,0,1,2,1
2024-06,Radiology,Imaging,Paid,18,13356.02,25.9,16,2,0,0
2024-06,Oncology,Professional,Submitted,7,3557.35,6.1,6,1,0,0
2024-06,Oncology,Professional,In Review,10,5256.63,27.1,4,3,2,1
2024-06,Oncology,Professional,Approved,13,7152.3,18.6,9,3,1,0
2024-06,Oncology,Professional,Denied,8,3958.41,45.4,1,2,3,2
2024-06,Oncology,Professional,Paid,34,17542.68,25.6,30,3,1,0
2024-06,Oncology,Facility,Submitted,5,14945.39,6.5,5,0,0,0
2024-06,Oncology,Facility,In Review,7,24355.53,25.1,3,3,1,0
2024-06,Oncology,Facility,Approved,9,27364.46,17.6,7,2,0,0
2024-06,Oncology,Facility,Denied,5,17978.26,41.7,0,2,2,1
2024-06,Oncology,Facility,Paid,25,73795.47,24.7,22,3,0,0
2024-06,Oncology,Pharmacy,Submitted,3,657.21,6.7,3,0,0,0
2024-06,Oncology,Pharmacy,In Review,5,1069.99,22.9,2,2,1,0
2024-06,Oncology,Pharmacy,Approved,6,1338.71,19.1,5,1,0,0
2024-06,Oncology,Pharmacy,Denied,4,864.34,42.4,0,1,2,1
2024-06,Oncology,Pharmacy,Paid,17,3809.41,24.6,15,2,0,0
2024-06,Oncology,Lab,Submitted,3,447.45,7.1,3,0,0,0
2024-06,Oncology,Lab,In Review,4,602.96,26.9,2,2,0,0
2024-06,Oncology,Lab,Approved,5,678.94,19.4,4,1,0,0
2024-06,Oncology,Lab,Denied,3,488.39,42.2,0,1,1,1
2024-06,Oncology,Lab,Paid,13,1928.2,22.8,12,1,0,0
2024-06,Oncology,Imaging,Submitted,2,1456.35,5.9,2,0,0,0
2024-06,Oncology,Imaging,In Review,3,2203.65,27.2,2,1,0,0
2024-06,Oncology,Imaging,Approved,4,2662.93,21.2,3,1,0,0
2024-06,Oncology,Imaging,Denied,3,1853.59,47.0,0,1,1,1
2024-06,Oncology,Imaging,Paid,10,7817.84,24.6,9,1,0,0
2024-06,General Surgery,Professional,Submitted,7,3132.61,6.8,6,1,0,0
2024-06,General Surgery,Professional,In Review,9,4487.44,26.2,4,3,1,1
2024-06,General Surgery,Professional,Approved,11,4496.21,17.1,8,3,0,0
2024-06,General Surgery,Professional,Denied,7,3115.71,47.9,1,2,3,1
2024-06,General Surgery,Professional,Paid,31,16205.32,25.3,27,4,0,0
2024-06,General Surgery,Facility,Submitted,4,14197.22,6.8,4,0,0,0
2024-06,General Surgery,Facility,In Review,7,25098.58,26.2,3,3,1,0
2024-06,General Surgery,Facility,Approved,8,28596.45,19.0,6,2,0,0
2024-06,General Surgery,Facility,Denied,5,13858.46,38.4,0,2,2,1
2024-06,General Surgery,Facility,Paid,21,58604.02,26.1,19,2,0,0
2024-06,General Surgery,Pharmacy,Submitted,3,581.5,7.1,3,0,0,0
2024-06,General Surgery,Pharmacy,In Review,4,720.88,22.7,2,2,0,0
2024-06,General Surgery,Pharmacy,Approved,5,1203.31,21.4,4,1,0,0
2024-06,General Surgery,Pharmacy,Denied,3,626.73,39.5,0,1,1,1
2024-06,General Surgery,Pharmacy,Paid,13,2811.66,22.0,12,1,0,0
2024-06,General Surgery,Lab,Submitted,3,369.87,6.0,3,0,0,0
2024-06,General Surgery,Lab,In Review,3,385.92,23.5,2,1,0,0
2024-06,General Surgery,Lab,Approved,5,638.59,20.3,4,1,0,0
2024-06,General Surgery,Lab,Denied,3,490.67,45.3,0,1,1,1
2024-06,General Surgery,Lab,Paid,11,1396.56,21.9,10,1,0,0
2024-06,General Surgery,Imaging,Submitted,3,2083.48,6.1,3,0,0,0
2024-06,General Surgery,Imaging,In Review,3,2025.01,28.5,2,1,0,0
2024-06,General Surgery,Imaging,Approved,4,2766.94,18.8,3,1,0,0
2024-06,General Surgery,Imaging,Denied,2,1389.38,47.4,0,1,1,0
2024-06,General Surgery,Imaging,Paid,10,7381.49,22.9,9,1,0,0
2024-06,Neurology,Professional,Submitted,6,2684.17,5.7,5,1,0,0
2024-06,Neurology,Professional,In Review,10,5246.7,26.9,4,3,2,1
2024-06,Neurology,Professional,Approved,14,6572.86,20.1,10,3,1,0
2024-06,Neurology,Professional,Denied,8,3514.04,41.6,1,2,3,2
2024-06,Neurology,Professional,Paid,34,17772.43,23.2,30,3,1,0
2024-06,Neurology,Facility,Submitted,6,16985.73,7.1,5,1,0,0
2024-06,Neurology,Facility,In Review,8,28202.7,27.4,3,3,1,1
2024-06,Neurology,Facility,Approved,9,29945.51,20.3,7,2,0,0
2024-06,Neurology,Facility,Denied,6,17884.22,40.3,1,2,2,1
2024-06,Neurology,Facility,Paid,23,73154.97,23.8,20,3,0,0
2024-06,Neurology,Pharmacy,Submitted,4,884.39,6.0,4,0,0,0
2024-06,Neurology,Pharmacy,In Review,5,998.16,23.9,2,2,1,0
2024-06,Neurology,Pharmacy,Approved,6,1199.32,18.0,5,1,0,0
2024-06,Neurology,Pharmacy,Denied,4,729.7,41.2,0,1,2,1
2024-06,Neurology,Pharmacy,Paid,16,3502.55,23.8,14,2,0,0
2024-06,Neurology,Lab,Submitted,3,494.76,6.5,3,0,0,0
2024-06,Neurology,Lab,In Review,4,585.45,27.4,2,2,0,0
2024-06,Neurology,Lab,Approved,6,839.39,20.0,5,1,0,0
2024-06,Neurology,Lab,Denied,3,454.82,42.6,0,1,1,1
2024-06,Neurology,Lab,Paid,13,2142.6,25.5,12,1,0,0
2024-06,Neurology,Imaging,Submitted,3,2041.5,6.3,3,0,0,0
2024-06,Neurology,Imaging,In Review,4,2711.17,25.2,2,2,0,0
2024-06,Neurology,Imaging,Approved,5,3200.9,18.8,4,1,0,0
2024-06,Neurology,Imaging,Denied,3,2274.55,39.8,0,1,1,1
2024-06,Neurology,Imaging,Paid,11,8422.23,21.5,10,1,0,0
2024-07,Cardiology,Professional,Submitted,11,5700.5,5.8,10,1,0,0
2024-07,Cardiology,Professional,In Review,16,8196.03,24.9,6,5,3,2
2024-07,Cardiology,Professional,Approved,20,10257.5,19.9,14,5,1,0
2024-07,Cardiology,Professional,Denied,12,6165.57,49.5,2,3,4,3
2024-07,Cardiology,Professional,Paid,50,26222.77,25.1,44,5,1,0
2024-07,Cardiology,Facility,Submitted,9,26148.24,5.9,8,1,0,0
2024-07,Cardiology,Facility,In Review,11,34664.56,26.3,4,4,2,1
2024-07,Cardiology,Facility,Approved,15,54216.69,19.0,11,3,1,0
2024-07,Cardiology,Facility,Denied,9,26180.34,44.5,1,3,3,2
2024-07,Cardiology,Facility,Paid,34,108922.42,24.0,30,3,1,0
2024-07,Cardiology,Pharmacy,Submitted,5,1005.39,5.7,5,0,0,0
2024-07,Cardiology,Pharmacy,In Review,7,1678.62,28.5,3,3,1,0
2024-07,Cardiology,Pharmacy,Approved,9,1753.27,19.1,7,2,0,0
2024-07,Cardiology,Pharmacy,Denied,6,1205.88,39.6,1,2,2,1
2024-07,Cardiology,Pharmacy,Paid,24,4678.01,22.7,21,3,0,0
2024-07,Cardiology,Lab,Submitted,4,584.63,6.1,4,0,0,0
2024-07,Cardiology,Lab,In Review,6,868.1,27.7,3,2,1,0
2024-07,Cardiology,Lab,Approved,8,1031.47,21.2,6,2,0,0
2024-07,Cardiology,Lab,Denied,5,766.88,42.9,0,2,2,1
2024-07,Cardiology,Lab,Paid,19,2346.41,26.5,17,2,0,0
2024-07,Cardiology,Imaging,Submitted,4,2917.82,5.8,4,0,0,0
2024-07,Cardiology,Imaging,In Review,5,3733.23,26.0,2,2,1,0
2024-07,Cardiology,Imaging,Approved,7,5280.02,19.9,5,2,0,0
2024-07,Cardiology,Imaging,Denied,4,2506.98,46.2,0,1,2,1
2024-07,Cardiology,Imaging,Paid,19,12757.27,22.0,17,2,0,0
2024-07,Orthopedics,Professional,Submitted,9,4350.82,5.9,8,1,0,0
2024-07,Orthopedics,Professional,In Review,14,5923.84,22.9,5,5,3,1
2024-07,Orthopedics,Professional,Approved,16,6970.04,21.7,11,4,1,0
2024-07,Orthopedics,Professional,Denied,10,4399.77,41.0,1,3,3,3
2024-07,Orthopedics,Professional,Paid,43,21295.42,25.3,37,5,1,0
2024-07,Orthopedics,Facility,Submitted,7,22279.44,7.0,6,1,0,0
2024-07,Orthopedics,Facility,In Review,10,29982.96,27.1,4,3,2,1
2024-07,Orthopedics,Facility,Approved,13,41168.7,21.7,9,3,1,0
2024-07,Orthopedics,Facility,Denied,8,23272.61,47.2,1,2,3,2
2024-07,Orthopedics,Facility,Paid,33,106702.82,23.8,29,4,0,0
2024-07,Orthopedics,Pharmacy,Submitted,5,1061.88,5.8,5,0,0,0
2024-07,Orthopedics,Pharmacy,In Review,7,1649.95,27.2,3,3,1,0
2024-07,Orthopedics,Pharmacy,Approved,8,1873.53,20.9,6,2,0,0
2024-07,Orthopedics,Pharmacy,Denied,5,899.56,44.8,0,2,2,1
2024-07,Orthopedics,Pharmacy,Paid,21,4172.36,24.4,19,2,0,0
2024-07,Orthopedics,Lab,Submitted,4,642.64,7.1,4,0,0,0
2024-07,Orthopedics,Lab,In Review,5,668.33,27.2,2,2,1,0
2024-07,Orthopedics,Lab,Approved,8,1122.56,20.1,6,2,0,0
2024-07,Orthopedics,Lab,Denied,5,777.15,46.5,0,2,2,1
2024-07,Orthopedics,Lab,Paid,19,2472.54,21.6,17,2,0,0
2024-07,Orthopedics,Imaging,Submitted,4,3136.96,5.9,4,0,0,0
2024-07,Orthopedics,Imaging,In Review,5,3262.21,25.0,2,2,1,0
2024-07,Orthopedics,Imaging,Approved,6,4746.29,17.7,5,1,0,0
2024-07,Orthopedics,Imaging,Denied,4,3298.08,46.2,0,1,2,1
2024-07,Orthopedics,Imaging,Paid,16,12929.53,24.5,14,2,0,0
2024-07,Pediatrics,Professional,Submitted,13,6949.57,6.4,11,2,0,0
2024-07,Pediatrics,Professional,In Review,18,8516.74,23.2,7,6,3,2
2024-07,Pediatrics,Professional,Approved,24,10228.88,18.9,17,6,1,0
2024-07,Pediatrics,Professional,Denied,13,5828.24,43.1,2,4,4,3
2024-07,Pediatrics,Professional,Paid,60,27170.39,21.8,52,7,1,0
2024-07,Pediatrics,Facility,Submitted,10,31602.4,6.2,9,1,0,0
2024-07,Pediatrics,Facility,In Review,12,33064.53,25.2,5,4,2,1
2024-07,Pediatrics,Facility,Approved,18,61586.64,18.7,13,4,1,0
2024-07,Pediatrics,Facility,Denied,11,34447.68,41.8,1,3,4,3
2024-07,Pediatrics,Facility,Paid,44,128615.59,25.9,38,5,1,0
2024-07,Pediatrics,Pharmacy,Submitted,6,1218.06,7.1,5,1,0,0
2024-07,Pediatrics,Pharmacy,In Review,8,1674.08,23.6,3,3,1,1
2024-07,Pediatrics,Pharmacy,Approved,11,2342.44,18.4,8,3,0,0
2024-07,Pediatrics,Pharmacy,Denied,7,1273.51,42.2,1,2,3,1
2024-07,Pediatrics,Pharmacy,Paid,28,5597.43,23.6,25,3,0,0
2024-07,Pediatrics,Lab,Submitted,5,624.27,5.9,5,0,0,0
2024-07,Pediatrics,Lab,In Review,8,1186.24,25.8,3,3,1,1
2024-07,Pediatrics,Lab,Approved,9,1386.6,17.7,7,2,0,0
2024-07,Pediatrics,Lab,Denied,5,758.91,44.0,0,2,2,1
2024-07,Pediatrics,Lab,Paid,25,4056.86,25.5,22,3,0,0
2024-07,Pediatrics,Imaging,Submitted,4,2594.4,6.9,4,0,0,0
2024-07,Pediatrics,Imaging,In Review,6,4871.38,24.6,3,2,1,0
2024-07,Pediatrics,Imaging,Approved,8,5822.62,20.9,6,2,0,0
2024-07,Pediatrics,Imaging,Denied,5,3217.56,39.7,0,2,2,1
2024-07,Pediatrics,Imaging,Paid,22,15487.41,22.9,19,3,0,0
2024-07,Radiology,Professional,Submitted,11,5984.87,5.8,10,1,0,0
2024-07,Radiology,Professional,In Review,14,7303.94,26.2,5,5,3,1
2024-07,Radiology,Professional,Approved,18,7433.32,18.1,13,4,1,0
2024-07,Radiology,Professional,Denied,12,4920.56,41.2,2,3,4,3
2024-07,Radiology,Professional,Paid,54,28683.85,26.0,47,6,1,0
2024-07,Radiology,Facility,Submitted,8,29438.93,6.9,7,1,0,0
2024-07,Radiology,Facility,In Review,11,32610.39,24.8,4,4,2,1
2024-07,Radiology,Facility,Approved,14,45365.59,17.1,10,3,1,0
2024-07,Radiology,Facility,Denied,9,29453.24,45.1,1,3,3,2
2024-07,Radiology,Facility,Paid,35,120903.57,25.1,31,3,1,0
2024-07,Radiology,Pharmacy,Submitted,5,1099.83,7.0,5,0,0,0
2024-07,Radiology,Pharmacy,In Review,7,1636.54,25.6,3,3,1,0
2024-07,Radiology,Pharmacy,Approved,8,1481.23,18.0,6,2,0,0
2024-07,Radiology,Pharmacy,Denied,5,1048.87,46.8,0,2,2,1
2024-07,Radiology,Pharmacy,Paid,22,5302.82,21.8,19,3,0,0
2024-07,Radiology,Lab,Submitted,5,797.32,6.7,5,0,0,0
2024-07,Radiology,Lab,In Review,7,903.62,22.8,3,3,1,0
2024-07,Radiology,Lab,Approved,8,1017.15,18.7,6,2,0,0
2024-07,Radiology,Lab,Denied,5,815.56,48.2,0,2,2,1
2024-07,Radiology,Lab,Paid,24,3703.36,21.7,21,3,0,0
2024-07,Radiology,Imaging,Submitted,4,3002.91,6.3,4,0,0,0
2024-07,Radiology,Imaging,In Review,5,3588.28,24.2,2,2,1,0
2024-07,Radiology,Imaging,Approved,6,4214.23,19.9,5,1,0,0
2024-07,Radiology,Imaging,Denied,4,2913.25,46.6,0,1,2,1
2024-07,Radiology,Imaging,Paid,18,11457.32,24.6,16,2,0,0
2024-07,Oncology,Professional,Submitted,7,2894.72,7.1,6,1,0,0
2024-07,Oncology,Professional,In Review,11,4493.52,24.1,4,4,2,1
2024-07,Oncology,Professional,Approved,12,6246.09,19.9,9,3,0,0
2024-07,Oncology,Professional,Denied,7,3676.48,42.6,1,2,3,1
2024-07,Oncology,Professional,Paid,33,15304.48,23.8,29,4,0,0
2024-07,Oncology,Facility,Submitted,5,15637.87,7.1,5,0,0,0
2024-07,Oncology,Facility,In Review,7,25198.12,26.2,3,3,1,0
2024-07,Oncology,Facility,Approved,9,27016.63,20.7,7,2,0,0
